NUM_BO,ANO_BO,ID_DELEGACIA,NOME_DEPARTAMENTO,NOME_SECCIONAL,DELEGACIA,NOME_DEPARTAMENTO_CIRC,NOME_SECCIONAL_CIRC,NOME_DELEGACIA_CIRC,ANO,MES,FLAG_STATUS,RUBRICA,DESDOBRAMENTO,CONDUTA,LATITUDE,LONGITUDE,CIDADE,LOGRADOURO,NUMERO_LOGRADOURO,FLAG_STATUS,
4558,2016,30203,DEMACRO,DEL.SEC.FRANCODAROCHA,DEL.POL.FRANCISCOMORATO,DEMACRO,DEL.SEC.FRANCODAROCHA,DEL.POL.FRANCISCOMORATO,2016,11,C,Roubo(art.157),NULL,TRANSEUNTE,-23.28437063,-46.75995823,FRANCISCOMORATO,RUAPEDROVAZDECAMINHA,200,C,
6235,2016,30309,DEMACRO,DEL.SEC.MOGIDASCRUZES,DEL.POL.SUZANO,DEMACRO,DEL.SEC.MOGIDASCRUZES,DEL.POL.SUZANO,2016,11,C,Furto(art.155),NULL,VEICULO,-23.54011512,-46.31300047,SUZANO,RUAEXPEDICIONRIOCABOKATSUOMIYAZATO,0,C,
365328,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.3OESTE,51D.P.RIOPEQUENO,2016,3,C,Roubo(art.157),NULL,TRANSEUNTE,-23.58246006,-46.76096482,S.PAULO,RUAJOSEFILIPEDASILVA,391,C,
1579538,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.3OESTE,15D.P.DR.LUC.HBEIGUELMAN,2016,12,C,Furto(art.155),NULL,INTERIORESTABELECIMENTO,-23.56609105,-46.68008223,S.PAULO,RUAJOAQUIMANTUNES,248,C,
116070,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.2SUL,96D.P.MONES,2016,1,C,Furto(art.155),NULL,TRANSEUNTE,-23.60505279,-46.6947489,S.PAULO,RUASANSAOALVESDOSSANTOS,0,C,
334389,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DEMACRO,DEL.SEC.MOGIDASCRUZES,02D.P.MOGIDASCRUZES,2016,3,C,Furto(art.155),NULL,INTERIORTRANSPORTECOLETIVO,-23.5383558,-46.22699924,MOGIDASCRUZES,AVENIDAFRANCISCOFERREIRALOPES,3337,C,
161065,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.1CENTRO,05D.P.ACLIMACAO,2016,2,C,Furto(art.155),NULL,VEICULO,-23.57086607,-46.6411575,S.PAULO,RUARAMONPENHARRUBIA,16,C,
433,2016,30428,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.DEF.MUL.CARAPICUIBA,DEMACRO,DEL.SEC.CARAPICUIBA,02D.P.CARAPICUIBA,2016,3,C,Lesocorporal(art1299),NULL,NULL,NULL,NULL,CARAPICUIBA,VIELAORION,4,C,
252420,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.3OESTE,34D.P.MORUMBI,2016,2,C,Roubo(art.157),NULL,OUTROS,-23.59830945,-46.71998369,S.PAULO,PRAAROBERTOGOMESPEDROSA,1,C,
283028,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.4NORTE,20D.P.AGUAFRIA,2016,3,C,Furto(art.155),NULL,INTERIORTRANSPORTECOLETIVO,-23.4719173,-46.61760716,S.PAULO,AVENIDANOVACANTAREIRA,0,C,
515795,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.7ITAQUERA,64D.P.CID.AECARVALHO,2016,4,C,Roubo(art.157),NULL,TRANSEUNTE,-23.52031424,-46.46106086,S.PAULO,RUAPIUVA,1,C,
759022,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.7ITAQUERA,59D.P.JARDIMDOSIPES,2016,6,C,Roubo(art.157),NULL,TRANSEUNTE,-23.48617571,-46.40753501,S.PAULO,RUATIETE,729,C,
821996,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.7ITAQUERA,22D.P.SAOMIGUELPTA,2016,6,C,Roubo(art.157),NULL,TRANSEUNTE,-23.50934923,-46.44337786,S.PAULO,AVENIDAPIRESDORIO,3439,C,
3078,2016,30102,DEMACRO,DEL.SEC.SANTOANDR,01D.P.SANTOANDR,DEMACRO,DEL.SEC.SANTOANDR,03D.P.SANTOANDR,2016,5,C,Roubo(art.157),NULL,TRANSEUNTE,-23.68306763,-46.51206148,S.ANDRE,RUASENADORPAULOGUERRA,95,C,
1591,2016,30112,DEMACRO,DEL.SEC.S.BERNARDODOCAMPO,DEL.POL.S.CAETANODOSUL,DEMACRO,DEL.SEC.S.BERNARDODOCAMPO,03D.P.S.CAETANODOSUL,2016,5,C,Roubo(art.157),NULL,TRANSEUNTE,NULL,NULL,S.CAETANODOSUL,BOULEVARDSAOCAETANO,1,C,
3381,2016,30127,DEMACRO,DEL.SEC.DIADEMA,03D.P.DIADEMA,DEMACRO,DEL.SEC.DIADEMA,04D.P.DIADEMA,2016,7,C,Roubo(art.157),NULL,VEICULO,-23.71762465,-46.61006276,DIADEMA,RUAALTAIR,38,C,
863,2016,30127,DEMACRO,DEL.SEC.DIADEMA,03D.P.DIADEMA,DEMACRO,DEL.SEC.DIADEMA,03D.P.DIADEMA,2016,2,C,Lesocorporal(art1299),NULL,NULL,-23.67244666,-46.6055197,DIADEMA,AVENIDADOMJOOVI,920,C,
1596,2016,30216,DEMACRO,DEL.SEC.GUARULHOS,06D.P.GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,06D.P.GUARULHOS,2016,7,C,Roubo(art.157),NULL,TRANSEUNTE,-23.44713754,-46.50839601,GUARULHOS,AVENIDAOTVIOBRAGADEMESQUITA,2000,C,
5395,2016,30304,DEMACRO,DEL.SEC.MOGIDASCRUZES,DEL.POL.ITAQUAQUECETUBA,DEMACRO,DEL.SEC.MOGIDASCRUZES,DEL.POL.ITAQUAQUECETUBA,2016,7,C,Furto(art.155),NULL,INTERIORESTABELECIMENTO,NULL,NULL,ITAQUAQUECETUBA,RUACAPITOJOSLEITE,121,C,
1085106,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.5LESTE,31D.P.VILACARRAO,2016,8,C,Roubo(art.157),NULL,TRANSEUNTE,-23.55700618,-46.52477757,S.PAULO,AVENIDADEZENOVEDEJANEIRO,560,C,
1633869,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.6SANTOAMARO,98D.P.JARDIMMIRIAM,2016,12,C,Roubo(art.157),NULL,TRANSEUNTE,-23.69751256,-46.65936057,S.PAULO,RUARODRIGUESDEMEDEIROS,477,C,
1362624,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.2SUL,17D.P.DOUTORALDOGALIANO,2016,10,C,Furto(art.155),NULL,INTERIORTRANSPORTECOLETIVO,-23.60240075,-46.61220711,S.PAULO,AVENIDADOUTORGENTILDEMOURA,272,C,
1554160,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DEMACRO,DEL.SEC.GUARULHOS,02D.P.GUARULHOS,2016,12,C,Roubo(art.157),NULL,TRANSEUNTE,-23.43427331,-46.54529453,GUARULHOS,RUACACHOEIRA,0,C,
1530,2016,20119,DECAP,DEL.SEC.4NORTE,19D.P.VILAMARIA,DECAP,DEL.SEC.4NORTE,19D.P.VILAMARIA,2016,5,C,Furto(art.155),NULL,VEICULO,-23.50482156,-46.59003438,S.PAULO,RUAPORANGATU,265,C,
795350,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.7ITAQUERA,50D.P.ITAIMPAULISTA,2016,6,C,Roubo(art.157),NULL,TRANSEUNTE,-23.49226554,-46.37922694,S.PAULO,RUAANTONIODANIN,0,C,
983791,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.6SANTOAMARO,92D.P.P.STOANTONIO,2016,7,C,Roubo(art.157),NULL,TRANSEUNTE,-23.65348681,-46.75240057,S.PAULO,AVENIDAJACOBUSBALDI,1500,C,
1137,2016,30644,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.DEF.MUL.ITAPEVI,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.ITAPEVI,2016,11,C,Lesocorporal(art.129),NULL,NULL,-23.54667633,-46.95887546,ITAPEVI,AVENIDAJOSCHALUPE,301,C,
1541569,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.7ITAQUERA,64D.P.CID.AECARVALHO,2016,11,C,Roubo(art.157),NULL,TRANSEUNTE,-23.53775041,-46.47118171,S.PAULO,RUASURUCUAS,35,C,
6233,2016,30122,DEMACRO,DEL.SEC.DIADEMA,01D.P.DIADEMA,DEMACRO,DEL.SEC.DIADEMA,01D.P.DIADEMA,2016,11,C,Roubo(art.157),NULL,TRANSEUNTE,-23.69320244,-46.63180769,DIADEMA,RUAGSPARRICARDO,708,C,
2668,2016,30124,DEMACRO,DEL.SEC.SANTOANDR,01D.P.MAUA,DEMACRO,DEL.SEC.SANTOANDR,01D.P.MAUA,2016,4,C,Furto(art.155),NULL,RESIDENCIA,-23.65719999,-46.46658427,MAUA,RUAGERBERWOLFGANG,529,C,
582,2016,30228,DEMACRO,DEL.SEC.FRANCODAROCHA,01D.P.MAIRIPOR,DEMACRO,DEL.SEC.FRANCODAROCHA,01D.P.MAIRIPOR,2016,7,C,Roubo(art.157),NULL,TRANSEUNTE,NULL,NULL,MAIRIPORA,ESTRADALARAMARA,0,C,
5904,2016,30207,DEMACRO,DEL.SEC.GUARULHOS,02D.P.GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,01D.P.GUARULHOS,2016,11,C,Furtoqualificado(art.155_4o.),4o.Seocrimecometido:,INTERIORDEVEICULO,-23.46725004,-46.53005972,GUARULHOS,RUAFELCIOMARCONDES,220,C,
5307,2016,30212,DEMACRO,DEL.SEC.GUARULHOS,04D.P.GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,08D.P.GUARULHOS,2016,8,C,Furtoqualificado(art.155_4o.),NULL,VEICULO,-23.47229014,-46.4623061,GUARULHOS,RUAQUELUZ,97,C,
421381,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.8SAOMATEUS,55D.P.PARQUES.RAFAEL,2016,4,C,Furto(art.155),NULL,INTERIORTRANSPORTECOLETIVO,-23.61360225,-46.4757915,S.PAULO,TERMINALSAOMATEUS,100,C,
2189,2016,20244,DECAP,DEL.SEC.8SAOMATEUS,44D.P.GUAIANAZES,DECAP,DEL.SEC.8SAOMATEUS,44D.P.GUAIANAZES,2016,4,C,Furto(art.155),NULL,VEICULO,-23.54813491,-46.40593263,S.PAULO,RUAIRMAOSMURGEL,442,C,
3780,2016,20241,DECAP,DEL.SEC.8SAOMATEUS,41D.P.VILARICA,DECAP,DEL.SEC.8SAOMATEUS,41D.P.VILARICA,2016,8,C,Roubo(art.157),NULL,TRANSEUNTE,-23.58179297,-46.5096568,S.PAULO,RUALOURENCODEMIRANDA,11,C,
1369,2016,30212,DEMACRO,DEL.SEC.GUARULHOS,04D.P.GUARULHOS,DECAP,DEL.SEC.7ITAQUERA,50D.P.ITAIMPAULISTA,2016,2,C,Lesocorporal(art.129),NULL,NULL,NULL,NULL,S.PAULO,RUAVITORIA,350,C,
5761,2016,20249,DECAP,DEL.SEC.8SAOMATEUS,49D.P.SAOMATEUS,DECAP,DEL.SEC.8SAOMATEUS,49D.P.SAOMATEUS,2016,5,C,Lesocorporal(art.129),NULL,NULL,-23.60536849,-46.45202435,S.PAULO,RUAGERALDOCUBAS,167,C,
3205,2016,20250,DECAP,DEL.SEC.7ITAQUERA,50D.P.ITAIMPAULISTA,DECAP,DEL.SEC.7ITAQUERA,68D.P.LAGEADO,2016,3,C,Lesocorporal(art1299),NULL,NULL,NULL,NULL,S.PAULO,RUAIGUACABA,48,C,
4283,2016,30109,DEMACRO,DEL.SEC.S.BERNARDODOCAMPO,01D.P.S.B.C-DROMARCASSIM,DEMACRO,DEL.SEC.S.BERNARDODOCAMPO,01D.P.S.B.C-DROMARCASSIM,2016,5,C,Roubo(art.157),NULL,TRANSEUNTE,-23.69604555,-46.55052448,S.BERNARDODOCAMPO,PRAASAMUELSABATINE,0,C,
1458029,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.1CENTRO,78D.P.JARDINS,2016,11,C,Furto(art.155),NULL,INTERIORTRANSPORTECOLETIVO,-23.55564558,-46.66277609,S.PAULO,AVENIDAPAULISTA,0,C,
1601722,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DEMACRO,DEL.SEC.TABOODASERRA,01D.P.EMBUDASARTES,2016,12,C,Furto(art.155),NULL,OUTROS,-23.65236229,-46.80784636,EMBUDASARTES,RUACERQUEIRACSAR,222,C,
1200,2016,30114,DEMACRO,DEL.SEC.S.BERNARDODOCAMPO,02D.P.S.CAETANODOSUL,DEMACRO,DEL.SEC.S.BERNARDODOCAMPO,02D.P.S.CAETANODOSUL,2016,10,C,Roubo(art.157),NULL,ESTABELECIMENTOCOMERCIAL,-23.62866341,-46.55336353,S.CAETANODOSUL,ALAMEDACASSAQUERA,766,C,
5961,2016,20241,DECAP,DEL.SEC.8SAOMATEUS,41D.P.VILARICA,DECAP,DEL.SEC.8SAOMATEUS,41D.P.VILARICA,2016,12,C,Roubo(art.157),NULL,VEICULO,-23.59166373,-46.5133624,S.PAULO,RUAANAESSIPOVA,200,C,
3584,2016,30306,DEMACRO,DEL.SEC.MOGIDASCRUZES,01D.P.MOGIDASCRUZES,DEMACRO,DEL.SEC.MOGIDASCRUZES,01D.P.MOGIDASCRUZES,2016,8,C,Furto(art.155),NULL,RESIDENCIA,-23.55925508,-46.13399614,MOGIDASCRUZES,ESTRADANAGAO,5,C,
1110,2016,30307,DEMACRO,DEL.SEC.MOGIDASCRUZES,02D.P.MOGIDASCRUZES,DEMACRO,DEL.SEC.MOGIDASCRUZES,02D.P.MOGIDASCRUZES,2016,3,C,Furto(art.155),NULL,RESIDENCIA,-23.54545355,-46.20528372,MOGIDASCRUZES,RUAITAQUAQUECETUBA,250,C,
788697,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.8SAOMATEUS,55D.P.PARQUES.RAFAEL,2016,6,C,Roubo(art.157),NULL,TRANSEUNTE,-23.61296564,-46.47238424,S.PAULO,AVENIDASAPOPEMBA,13913,C,
294181,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.4NORTE,09D.P.-CARANDIRU,2016,3,C,Furto(art.155),NULL,TRANSEUNTE,-23.50407502,-46.62465213,S.PAULO,AVENIDACRUZEIRODOSUL,3142,C,
519418,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DEMACRO,DEL.SEC.S.BERNARDODOCAMPO,03D.P.S.BERNARDODOCAMPO,2016,4,C,Roubo(art.157),NULL,VEICULO,-23.724018,-46.57522868,S.BERNARDODOCAMPO,PRAAGEOVANEBRDA,1916,C,
677893,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.1CENTRO,78D.P.JARDINS,2016,5,C,Furto(art.155),NULL,TRANSEUNTE,-23.5587662,-46.65959128,S.PAULO,AVENIDAPAULISTA,2100,C,
1239847,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DEMACRO,DEL.SEC.S.BERNARDODOCAMPO,06D.P.S.BERNARDODOCAMPO,2016,9,C,Roubo(art.157),NULL,TRANSEUNTE,-23.70825626,-46.52552421,S.BERNARDODOCAMPO,RUADOSVIANAS,3434,C,
1244275,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.2SUL,96D.P.MONES,2016,9,C,Furto(art.155),NULL,VEICULO,-23.61100917,-46.69793793,S.PAULO,AVENIDAJORNALISTAROBERTOMARINHO,85,C,
127908,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.6SANTOAMARO,47D.P.CAPAOREDONDO,2016,1,C,Roubo(art.157),NULL,TRANSEUNTE,-23.67356248,-46.79680786,S.PAULO,estradadalogacao,120,C,
292387,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DEMACRO,DEL.SEC.GUARULHOS,02D.P.GUARULHOS,2016,3,C,Roubo(art.157),NULL,TRANSEUNTE,-23.43680925,-46.54848705,GUARULHOS,RUAITAGUA,1468,C,
448716,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.3OESTE,23D.P.PERDIZES,2016,4,C,Furto(art.155),NULL,OUTROS,-23.51904902,-46.66565493,S.PAULO,RUARUBENSMEIRELES,281,C,
536289,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.8SAOMATEUS,70D.P.VILAEMA,2016,4,C,Furto(art.155),NULL,VEICULO,-23.60389469,-46.53775768,S.PAULO,RUALISAANSORGE,473,C,
202569,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.1CENTRO,03D.P.CAMPOSELISEOS,2016,2,C,Furto(art.155),NULL,INTERIORTRANSPORTECOLETIVO,-23.54857264,-46.63928507,S.PAULO,RUAFORMOSA,0,C,
752890,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.3OESTE,14D.P.PINHEIROS,2016,6,C,Furto(art.155),NULL,INTERIORTRANSPORTECOLETIVO,-23.56736802,-46.70115297,S.PAULO,RUAGILBERTOSABINO,5701,C,
1377429,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.1CENTRO,01D.P.SE,2016,10,C,Furto(art.155),NULL,INTERIORTRANSPORTECOLETIVO,-23.55160617,-46.6324797,S.PAULO,RUAANITAGARIBALDI,300,C,
174,2017,70106,DEINTER2-CAMPINAS,DEL.SEC.BRAGANAPAULISTA,DEL.POL.JOANPOLIS,DECAP,DEL.SEC.6SANTOAMARO,25D.P.PARELHEIROS,2016,4,C,Furto(art.155),NULL,OUTROS,-23.80062339,-46.7399246,S.PAULO,RODOVIARODOANELTRECHOSUL,54,C,
1092587,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.3OESTE,93D.P.JAGUAR,2016,8,C,Roubo(art.157),NULL,INTERIORDEVEICULO,-23.55371356,-46.74282463,S.PAULO,AVENIDAMIGUELFRIASEVASCONCELOS,0,C,
1410661,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.4NORTE,40D.P.VILASTAMARIA,2016,11,C,Furto(art.155),NULL,OUTROS,-23.50614141,-46.67716341,S.PAULO,RUAJACOFER,615,C,
55660,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.4NORTE,40D.P.VILASTAMARIA,2016,1,C,Roubo(art.157),NULL,TRANSEUNTE,-23.49094009,-46.68429947,S.PAULO,rua:carlosmarquesteixeira,308,C,
144219,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.6SANTOAMARO,101D.P.JDIMIMBUIAS,2016,1,C,Roubo(art.157),NULL,TRANSEUNTE,-23.73396916,-46.66891459,S.PAULO,TRAVESSAQUILARAIBA,15,C,
6977,2016,30403,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.COTIA,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.VARGEMGRANDEPTA,2016,12,C,Lesocorporalculposanadireodeveculoautomotor(Art.303),NULL,NULL,NULL,NULL,VARGEMGRANDEPAULISTA,RUAJOOCORREIRADOSSANTOS,13,C,
783760,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.3OESTE,37D.P.CAMPOLIMPO,2016,6,C,Furto(art.155),NULL,INTERIORTRANSPORTECOLETIVO,-23.65983056,-46.7703358,S.PAULO,ESTRADADEITAPECERICA,4320,C,
3527,2016,30418,DEMACRO,DEL.SEC.OSASCO,05D.P.OSASCO,DEMACRO,DEL.SEC.OSASCO,05D.P.OSASCO,2016,6,C,Furto(art.155),NULL,INTERIORTRANSPORTECOLETIVO,-23.53402539,-46.77941601,OSASCO,RUAANTNIOAG,500,C,
907165,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DEMACRO,DEL.SEC.S.BERNARDODOCAMPO,01D.P.S.B.C-DROMARCASSIM,2016,7,C,Furto(art.155),NULL,VEICULO,-23.71600962,-46.55187914,S.BERNARDODOCAMPO,AVENIDABRIGADEIROFARIALIMA,0,C,
1560,2016,20249,DECAP,DEL.SEC.8SAOMATEUS,49D.P.SAOMATEUS,DECAP,DEL.SEC.8SAOMATEUS,49D.P.SAOMATEUS,2016,2,C,Roubo(art.157),NULL,TRANSEUNTE,-23.59958836,-46.43678567,S.PAULO,RUARIBEIRAODOSARCOS,166,C,
1615,2016,20301,DECAP,DEL.SEC.7ITAQUERA,103D.P.COHABII/ITAQU.,DECAP,DEL.SEC.5LESTE,56D.P.VILAALPINA,2016,4,C,Furto(art.155),NULL,OUTROS,-23.58848814,-46.58702477,S.PAULO,RUAIGARATA,161,C,
2422,2016,20301,DECAP,DEL.SEC.7ITAQUERA,103D.P.COHABII/ITAQU.,DECAP,DEL.SEC.4NORTE,09D.P.-CARANDIRU,2016,6,C,Furto(art.155),NULL,OUTROS,-23.49675275,-46.60724354,S.PAULO,RUAMANGALO,48,C,
1194,2016,20301,DECAP,DEL.SEC.7ITAQUERA,103D.P.COHABII/ITAQU.,DECAP,DEL.SEC.7ITAQUERA,103D.P.COHABII/ITAQU.,2016,3,C,Furtoqualificado(art.155_4o.),NULL,ESTABELECIMENTOENSINO,-23.5537358,-46.43785735,S.PAULO,RUAPAISAGEMNOTURNA,353,C,
6362,2016,30401,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.BARUERI,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.BARUERI,2016,11,C,Furtoqualificado(art.155_4o.),NULL,RESIDENCIA,-23.50103336,-46.87317967,BARUERI,RUAANTNIOCHALUPE,434,C,
3115,2016,30203,DEMACRO,DEL.SEC.FRANCODAROCHA,DEL.POL.FRANCISCOMORATO,DEMACRO,DEL.SEC.FRANCODAROCHA,DEL.POL.FRANCISCOMORATO,2016,8,C,Furto(art.155),NULL,VEICULO,-23.28189134,-46.75424873,FRANCISCOMORATO,RUAVIRGLIOMARTINSDEOLIVEIRA,1327,C,
723605,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.8SAOMATEUS,41D.P.VILARICA,2016,6,C,Furto(art.155),NULL,TRANSEUNTE,-23.56094863,-46.5208304,S.PAULO,RUATUPA,109,C,
732914,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.8SAOMATEUS,70D.P.VILAEMA,2016,6,C,Roubo(art.157),NULL,TRANSEUNTE,-23.59025502,-46.53194792,S.PAULO,RUALOBATO,0,C,
1278340,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.5LESTE,29D.P.VILAPRUDENTE,2016,10,C,Roubo(art.157),NULL,TRANSEUNTE,-23.55667988,-46.57660578,S.PAULO,RUAAGUARASA,0,C,
1528272,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DEMACRO,DEL.SEC.SANTOANDR,01D.P.SANTOANDR,2016,11,C,Furto(art.155),NULL,TRANSEUNTE,-23.651816,-46.528537,S.ANDRE,ESTAOTREMSANTOANDRE,0,C,
144,2016,20242,DECAP,DEL.SEC.5LESTE,42D.P.PARQUES.LUCAS,DECAP,DEL.SEC.5LESTE,42D.P.PARQUES.LUCAS,2016,1,C,Roubo(art.157),NULL,TRANSEUNTE,-23.59581463,-46.55040455,S.PAULO,RUACESARIODOSSANTOS,471,C,
1709,2016,20242,DECAP,DEL.SEC.5LESTE,42D.P.PARQUES.LUCAS,DECAP,DEL.SEC.5LESTE,42D.P.PARQUES.LUCAS,2016,7,C,Furtoqualificado(art.155_4o.),NULL,INTERIORESTABELECIMENTO,-23.58834158,-46.55824974,S.PAULO,RUAAUGUSTOPIACENTINI,32,C,
4160,2016,20221,DECAP,DEL.SEC.5LESTE,21D.P.VILAMATILDE,DECAP,DEL.SEC.5LESTE,31D.P.VILACARRAO,2016,10,C,Roubo(art.157),NULL,VEICULO,-23.55275276,-46.5231581,S.PAULO,RUADOUTORCRISTINIANOALTENFELDERSILVA,496,C,
1415,2016,30201,DEMACRO,DEL.SEC.GUARULHOS,DEL.POL.ARUJA,DEMACRO,DEL.SEC.GUARULHOS,DEL.POL.ARUJA,2016,4,C,A.I.-Lesocorporal(art.129),NULL,NULL,NULL,NULL,ARUJA,RUAWALDOMIROLUIZCOUTINHO,401,C,
3666,2016,30102,DEMACRO,DEL.SEC.SANTOANDR,01D.P.SANTOANDR,DEMACRO,DEL.SEC.SANTOANDR,01D.P.SANTOANDR,2016,6,C,Roubo(art.157),NULL,TRANSEUNTE,-23.66541772,-46.54149353,S.ANDRE,RUAADOLFOBASTOS,37,C,
3455,2016,30127,DEMACRO,DEL.SEC.DIADEMA,03D.P.DIADEMA,DEMACRO,DEL.SEC.DIADEMA,02D.P.DIADEMA,2016,8,C,Furtoqualificado(art.155_4o.),NULL,RESIDENCIA,-23.69038492,-46.58728275,DIADEMA,RUAATALFOALVES,116,C,
